stockcode,description,total_quantity,total_revenue,total_orders,unique_customers,description_clean
23141,TRIPLE WIRE HOOK PINK HEART,68,215.0,18,18,triple wire hook pink heart
23142,IVORY WIRE KITCHEN ORGANISER,116,1137.65,36,34,ivory wire kitchen organiser
23143,ZINC WIRE KITCHEN ORGANISER,25,156.8,12,12,zinc wire kitchen organiser
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,3879.98,237,180,zinc t light holder stars small
23145,ZINC T-LIGHT HOLDER STAR LARGE,2030,1896.54,148,126,zinc t light holder star large
23145,ZINC T-LIGHT HOLDER STARS LARGE,24,22.8,2,2,zinc t light holder stars large
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,781,2535.89,211,151,triple hook antique ivory rose
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1845,2672.85,250,170,single antique rose hook ivory
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2070,1715.7,230,142,miniature antique rose hook ivory
23148,MINITURE ANTIQUE ROSE HOOK IVORY,48,40.8,4,4,miniture antique rose hook ivory
23149,ANTIQUE IVORY WIRE BOWL SMALL,97,241.53,19,17,antique ivory wire bowl small
23150,IVORY SWEETHEART SOAP DISH,139,346.11,40,33,ivory sweetheart soap dish
23151,ZINC SWEETHEART SOAP DISH,60,106.9,19,18,zinc sweetheart soap dish
23152,IVORY SWEETHEART WIRE LETTER RACK ,545,2013.51,149,108,ivory sweetheart wire letter rack
23153,ZINC SWEETHEART WIRE LETTER RACK,248,923.63,78,67,zinc sweetheart wire letter rack
23154,SET OF 4 JAM JAR MAGNETS,2472,4986.49,214,141,set of 4 jam jar magnets
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,2106,1679.3400000000001,111,84,knickerbockerglory magnet assorted
23156,SET OF 5 MINI GROCERY MAGNETS,1638,3311.78,184,117,set of 5 mini grocery magnets
23157,SET OF 6 NATIVITY MAGNETS ,2543,5058.59,145,111,set of 6 nativity magnets
23158,SET OF 5 LUCKY CAT MAGNETS ,2538,5121.4800000000005,187,96,set of 5 lucky cat magnets
23159,SET OF 5 PANCAKE DAY MAGNETS,2283,4620.97,195,121,set of 5 pancake day magnets
23160,REGENCY TEA SPOON,1404,1666.8,60,50,regency tea spoon
23161,REGENCY CAKE FORK,1608,1896.6,68,58,regency cake fork
23162,REGENCY TEA STRAINER,1362,4789.24,142,96,regency tea strainer
23163,REGENCY SUGAR TONGS,1714,3949.7000000000003,134,95,regency sugar tongs
23164,REGENCY CAKE SLICE,564,2579.21,80,70,regency cake slice
23165,LARGE CERAMIC TOP STORAGE JAR,2954,4624.5,220,167,large ceramic top storage jar
23166,MEDIUM CERAMIC TOP STORAGE JAR,77916,81416.73000000001,195,138,medium ceramic top storage jar
23167,SMALL CERAMIC TOP STORAGE JAR ,5666,4184.18,177,129,small ceramic top storage jar
23168,CLASSIC CAFE SUGAR DISPENSER,2634,3038.35,208,132,classic cafe sugar dispenser
23168,CLASSIC SUGAR DISPENSER,216,247.32,12,12,classic sugar dispenser
23169,CLASSIC GLASS COOKIE JAR,1334,5358.5,248,191,classic glass cookie jar
23169,CLASSIC GLASS SWEET JAR,119,479.45,14,14,classic glass sweet jar
23170,REGENCY TEA PLATE ROSES ,6575,10190.789999999999,328,224,regency tea plate roses
23171,REGENCY TEA PLATE GREEN ,5966,9184.9,270,195,regency tea plate green
23172,REGENCY TEA PLATE PINK,3688,5793.28,224,160,regency tea plate pink
23173,REGENCY TEAPOT ROSES ,2666,23073.32,354,248,regency teapot roses
23174,REGENCY SUGAR BOWL GREEN,2956,11575.54,268,190,regency sugar bowl green
23175,REGENCY MILK JUG PINK ,3066,9008.0,272,206,regency milk jug pink
23176,ABC TREASURE BOOK BOX ,2090,4377.76,186,159,abc treasure book box
23177,TREASURE ISLAND BOOK BOX,2431,5036.55,214,174,treasure island book box
23178,JAM CLOCK MAGNET,312,845.5,55,50,jam clock magnet
23179,CLOCK MAGNET MUM'S KITCHEN,304,837.88,40,36,clock magnet mum s kitchen
23180,MUM'S KITCHEN CLOCK,104,471.90000000000003,36,29,mum s kitchen clock
23181,BULL DOG BOTTLE TOP WALL CLOCK,185,1484.25,69,60,bull dog bottle top wall clock
23182,TOILET SIGN OCCUPIED OR VACANT,3414,2837.57,254,140,toilet sign occupied or vacant
23183,MOTHER'S KITCHEN SPOON REST ,178,690.71,58,45,mother s kitchen spoon rest
23184,BULL DOG BOTTLE OPENER,778,3749.5,197,129,bull dog bottle opener
23185,FRENCH STYLE STORAGE JAR JAM,323,116.58999999999999,30,27,french style storage jar jam
23186,FRENCH STYLE STORAGE JAR CAFE ,1982,819.4599999999999,70,57,french style storage jar cafe
23187,FRENCH STYLE STORAGE JAR BONBONS,2338,695.06,74,66,french style storage jar bonbons
23188,VINTAGE  2 METER FOLDING RULER,1776,2904.12,155,131,vintage 2 meter folding ruler
23188,VINTAGE  2 METRE FOLDING RULER,1322,2199.34,127,102,vintage 2 metre folding ruler
23189,SET OF 12 FORK CANDLES,1215,3319.35,113,89,set of 12 fork candles
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1678,2691.14,179,145,bundle of 3 school exercise books
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,99.0,5,5,bundle of 3 retro exercise books
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2116,3421.4,240,178,bundle of 3 retro note books
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3286,5225.22,312,224,bundle of 3 alphabet exercise books
23193,BUFFALO BILL TREASURE BOOK BOX,1855,3768.57,137,109,buffalo bill treasure book box
23194,GYMKHANA TREASURE BOOK BOX,1634,3426.83,156,128,gymkhana treasure book box
23194,GYMKHANNA TREASURE BOOK BOX,120,261.84000000000003,14,14,gymkhanna treasure book box
23196,LEAVES MAGNETIC  SHOPPING LIST,24,34.8,2,2,leaves magnetic shopping list
23196,RETO LEAVES MAGNETIC SHOPPING LIST,36,52.199999999999996,3,3,reto leaves magnetic shopping list
23196,RETRO LEAVES MAGNETIC NOTEPAD,104,150.79999999999998,17,17,retro leaves magnetic notepad
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1596,2247.0,211,159,vintage leaf magnetic notepad
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1332,1921.24,180,113,sketchbook magnetic shopping list
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,3,3,vegetable magnetic shopping list
23198,PANTRY MAGNETIC  SHOPPING LIST,3067,4346.99,374,259,pantry magnetic shopping list
23199,JUMBO BAG APPLES,13887,26451.260000000002,718,344,jumbo bag apples
23200,JUMBO BAG PEARS,6733,13043.24,470,262,jumbo bag pears
23201,JUMBO BAG ALPHABET,12540,24175.0,752,396,jumbo bag alphabet
23202,JUMBO BAG VINTAGE LEAF,10716,20963.93,772,377,jumbo bag vintage leaf
23203,JUMBO BAG DOILEY PATTERNS,8737,16741.260000000002,454,299,jumbo bag doiley patterns
23203,JUMBO BAG VINTAGE DOILEY ,143,268.44,6,6,jumbo bag vintage doiley
23203,JUMBO BAG VINTAGE DOILY ,10636,20674.68,621,363,jumbo bag vintage doily
23204,CHARLOTTE BAG APPLES DESIGN,7039,5632.15,425,199,charlotte bag apples design
23205,CHARLOTTE BAG ALPHABET  DESIGN,400,320.5,22,22,charlotte bag alphabet design
23205,CHARLOTTE BAG VINTAGE ALPHABET ,4752,3786.22,323,192,charlotte bag vintage alphabet
23206,LUNCH BAG APPLE DESIGN,11565,18278.25,866,401,lunch bag apple design
23207,LUNCH BAG ALPHABET DESIGN,7554,12029.06,647,377,lunch bag alphabet design
23208,LUNCH BAG VINTAGE LEAF DESIGN,6225,10006.45,597,305,lunch bag vintage leaf design
23209,LUNCH BAG DOILEY PATTERN ,6482,10331.3,464,290,lunch bag doiley pattern
23209,LUNCH BAG VINTAGE DOILEY ,70,115.5,4,4,lunch bag vintage doiley
23209,LUNCH BAG VINTAGE DOILY ,6452,10370.76,538,319,lunch bag vintage doily
23210,WHITE ROCKING HORSE HAND PAINTED,2803,3377.75,154,115,white rocking horse hand painted
23211,RED ROCKING HORSE HAND PAINTED,2208,2634.0,116,82,red rocking horse hand painted
23212,HEART WREATH DECORATION WITH BELL,2167,2567.63,144,103,heart wreath decoration with bell
23212,PAINTED HEART WREATH WITH BELL,12,15.0,1,1,painted heart wreath with bell
23213,STAR WREATH DECORATION WITH BELL,1595,1923.19,121,95,star wreath decoration with bell
23214,BELL HEART ANTIQUE GOLD,12,24.96,1,1,bell heart antique gold
23214,JINGLE BELL HEART ANTIQUE GOLD,765,1610.27,91,78,jingle bell heart antique gold
23215,JINGLE BELL HEART ANTIQUE SILVER,3547,6962.04,197,162,jingle bell heart antique silver
23216,LAUREL HEART ANTIQUE GOLD,518,613.51,40,32,laurel heart antique gold
23217,LAUREL HEART ANTIQUE SILVER,1290,1567.0,84,64,laurel heart antique silver
23218,LAUREL STAR ANTIQUE GOLD,372,465.81,33,27,laurel star antique gold
23219,LAUREL STAR ANTIQUE SILVER ,404,504.6,49,41,laurel star antique silver
23220,REINDEER HEART DECORATION GOLD,930,775.2600000000001,77,55,reindeer heart decoration gold
23221,REINDEER HEART DECORATION SILVER,1461,1241.5900000000001,110,85,reindeer heart decoration silver
23222,CHRISTMAS TREE HANGING GOLD,776,690.64,64,49,christmas tree hanging gold
23223,CHRISTMAS TREE HANGING SILVER ,747,671.77,67,51,christmas tree hanging silver
23224,CHERUB HEART DECORATION GOLD,719,620.45,59,44,cherub heart decoration gold
23225,CHERUB HEART DECORATION SILVER ,1297,1090.43,69,46,cherub heart decoration silver
23226,FILIGREE HEART DAISY WHITE,1199,1478.59,71,56,filigree heart daisy white
23227,FILIGREE HEART BUTTERFLY WHITE ,1592,1947.06,87,61,filigree heart butterfly white
23228,FILIGREE HEART BIRD WHITE ,1397,1726.3,78,58,filigree heart bird white
23229,DONKEY TAIL GAME ,54,189.54000000000002,4,4,donkey tail game
23229,VINTAGE DONKEY TAIL GAME ,1750,6146.89,215,182,vintage donkey tail game
23230,WRAP ALPHABET DESIGN,7950,3207.0,232,178,wrap alphabet design
23231,WRAP  VINTAGE DOILEY ,100,42.0,2,2,wrap vintage doiley
23231,WRAP  VINTAGE DOILY ,2450,1029.0,93,80,wrap vintage doily
23231,WRAP DOILEY DESIGN,4675,1915.5,162,124,wrap doiley design
23232,WRAP VINTAGE LEAF DESIGN,5326,2140.92,134,118,wrap vintage leaf design
23232,WRAP VINTAGE PETALS  DESIGN,3300,1338.0,104,95,wrap vintage petals design
23233,WRAP POPPIES  DESIGN,5175,2105.5,158,130,wrap poppies design
23234,BISCUIT TIN VINTAGE CHRISTMAS,1635,4576.05,232,201,biscuit tin vintage christmas
23235,BISCUIT TIN VINTAGE LEAF,24,64.56,3,3,biscuit tin vintage leaf
23235,STORAGE TIN VINTAGE LEAF,705,1838.13,93,86,storage tin vintage leaf
23236,DOILEY BISCUIT TIN,120,327.59999999999997,13,13,doiley biscuit tin
23236,DOILEY STORAGE TIN,1082,2934.98,112,93,doiley storage tin
23236,STORAGE TIN VINTAGE DOILEY ,6,17.34,1,1,storage tin vintage doiley
23236,STORAGE TIN VINTAGE DOILY ,1251,3548.39,158,124,storage tin vintage doily
23237,SET OF 4 KNICK KNACK TINS LEAF,740,2975.0,116,94,set of 4 knick knack tins leaf
23237,SET OF 4 KNICK KNACK TINS LEAVES ,304,1237.2,53,51,set of 4 knick knack tins leaves
23238,SET OF 4 KNICK KNACK TINS LONDON ,1788,7170.599999999999,233,150,set of 4 knick knack tins london
23239,SET OF 4 KNICK KNACK TINS POPPIES,823,3188.0499999999997,155,125,set of 4 knick knack tins poppies
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,6,24.9,1,1,set of 4 knick knack tins doiley
23240,SET OF 4 KNICK KNACK TINS DOILEY ,1803,7136.849999999999,172,142,set of 4 knick knack tins doiley
23240,SET OF 4 KNICK KNACK TINS DOILY ,2294,9270.5,312,230,set of 4 knick knack tins doily
23241,TREASURE TIN GYMKHANA DESIGN,2024,4099.52,284,183,treasure tin gymkhana design
23242,TREASURE TIN BUFFALO BILL ,1436,2898.56,187,132,treasure tin buffalo bill
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4663,22133.829999999998,385,275,set of tea coffee sugar tins pantry
23244,CANNISTER VINTAGE LEAF DESIGN,12,23.4,2,2,cannister vintage leaf design
23244,ROUND STORAGE TIN VINTAGE LEAF,853,1552.5099999999998,96,80,round storage tin vintage leaf
23244,STORAGE TIN VINTAGE LEAF,60,117.0,7,7,storage tin vintage leaf
23245,SET OF 3 REGENCY CAKE TINS,5856,26625.68,718,472,set of 3 regency cake tins
23247,BISCUIT TIN 50'S CHRISTMAS,2060,5795.2,271,231,biscuit tin 50 s christmas
23249,ENAMEL DINNER PLATE PANTRY,12,19.8,1,1,enamel dinner plate pantry
23249,VINTAGE RED ENAMEL TRIM PLATE,790,1274.7,67,56,vintage red enamel trim plate
23250,ENAMEL BOWL PANTRY,24,30.0,2,2,enamel bowl pantry
23250,VINTAGE RED TRIM ENAMEL BOWL ,1079,1328.59,87,63,vintage red trim enamel bowl
23251,ENAMEL MUG PANTRY,12,15.0,1,1,enamel mug pantry
23251,VINTAGE RED ENAMEL TRIM MUG ,1634,1941.7,101,80,vintage red enamel trim mug
23252,ENAMEL JUG PANTRY,8,30.0,2,2,enamel jug pantry
23252,VINTAGE RED ENAMEL TRIM JUG ,582,2138.34,123,104,vintage red enamel trim jug
23253,16 PC CUTLERY SET PANTRY DESIGN,4,63.8,1,1,16 pc cutlery set pantry design
23253,16 PIECE CUTLERY SET PANTRY DESIGN,210,3018.2999999999997,46,43,16 piece cutlery set pantry design
23254,CHILDRENS CUTLERY DOLLY GIRL ,1628,6554.6,268,197,childrens cutlery dolly girl
23254,KIDS CUTLERY DOLLY GIRL ,36,149.4,8,8,kids cutlery dolly girl
23255,CHILDRENS CUTLERY CIRCUS PARADE,963,3856.59,143,116,childrens cutlery circus parade
23256,CHILDRENS CUTLERY SPACEBOY ,1982,7974.38,316,225,childrens cutlery spaceboy
23256,KIDS CUTLERY SPACEBOY ,36,149.4,8,8,kids cutlery spaceboy
23263,SET OF 3 WOODEN HEART DECORATIONS,3747,4829.08,389,269,set of 3 wooden heart decorations
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1845,2400.45,249,177,set of 3 wooden sleigh decorations
23265,SET OF 3 WOODEN TREE DECORATIONS,1680,2172.46,246,180,set of 3 wooden tree decorations
23266,SET OF 3 WOODEN STOCKING DECORATION,1975,2543.39,274,201,set of 3 wooden stocking decoration
23267,SET OF 4 SANTA PLACE SETTINGS,1158,1427.34,91,79,set of 4 santa place settings
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1435,1981.6299999999999,78,68,set of 2 ceramic christmas reindeer
23269,SET OF 2 CERAMIC CHRISTMAS TREES,755,1075.55,76,63,set of 2 ceramic christmas trees
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1166,1625.8999999999999,118,96,set of 2 ceramic painted hearts
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16,13.28,1,1,christmas table candle silver spike
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1606,1303.54,74,68,christmas table silver candle spike
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,352,522.74,35,34,tree t light holder willie winkie
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,928,1533.8400000000001,97,88,heart t light holder willie winkie
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1142,1875.06,98,85,star t light holder willie winkie
23275,SET OF 3 HANGING OWLS OLLIE BEAK,3642,4327.42,270,171,set of 3 hanging owls ollie beak
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1839,1427.99,128,84,folding butterfly mirror hot pink
23280,FOLDING MIRROR HOT PINK ,156,118.92000000000002,5,5,folding mirror hot pink
23281,FOLDING BUTTERFLY MIRROR RED  ,1252,961.2800000000001,89,56,folding butterfly mirror red
23281,FOLDING MIRROR RED  ,18,14.940000000000001,2,2,folding mirror red
23282,FOLDING BUTTERFLY MIRROR IVORY ,735,597.7800000000001,100,67,folding butterfly mirror ivory
23282,FOLDING MIRROR IVORY ,18,14.940000000000001,2,2,folding mirror ivory
23283,DOORMAT VINTAGE LEAF,541,3766.57,121,100,doormat vintage leaf
23283,DOORMAT VINTAGE LEAVES DESIGN ,426,2833.7000000000003,88,75,doormat vintage leaves design
23284,DOORMAT KEEP CALM AND COME IN,5342,35913.85,648,378,doormat keep calm and come in
23285,PINK VINTAGE SPOT BEAKER,4679,4384.83,132,108,pink vintage spot beaker
23286,BLUE VINTAGE SPOT BEAKER,4901,4528.29,164,125,blue vintage spot beaker
23287,RED VINTAGE SPOT BEAKER,1782,1452.3,146,114,red vintage spot beaker
23288,GREEN VINTAGE SPOT BEAKER,4505,4261.889999999999,134,107,green vintage spot beaker
23289,DOLLY GIRL CHILDRENS BOWL,1553,1854.8500000000001,141,111,dolly girl childrens bowl
23290,SPACEBOY CHILDRENS BOWL,2367,2757.15,174,125,spaceboy childrens bowl
23291,DOLLY GIRL CHILDRENS CUP,1549,1881.3899999999999,144,104,dolly girl childrens cup
23292,SPACE BOY CHILDRENS CUP,130,143.3,5,5,space boy childrens cup
23292,SPACEBOY CHILDRENS CUP,1952,2344.32,159,112,spaceboy childrens cup
23293,SET OF 12 FAIRY CAKE BAKING CASES,8243,6469.45,465,323,set of 12 fairy cake baking cases
23294,SET OF 6 SNACK LOAF BAKING CASES,4292,3360.18,291,214,set of 6 snack loaf baking cases
23295,SET OF 12 MINI LOAF BAKING CASES,5963,4675.61,359,250,set of 12 mini loaf baking cases
23296,SET OF 6 TEA TIME BAKING CASES,4879,5687.150000000001,319,243,set of 6 tea time baking cases
23297,SET 40 HEART SHAPE PETIT FOUR CASES,4260,6677.0,140,123,set 40 heart shape petit four cases
23298,"BUNTING , SPOTTY ",146,634.7,7,7,bunting spotty
23298,SPOTTY BUNTING,7639,35539.25,1003,571,spotty bunting
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,11.25,1,1,food cover with beads set 2 sizes
23299,FOOD COVER WITH BEADS SET 2 ,980,3556.42,121,109,food cover with beads set 2
23300,GARDENERS KNEELING PAD CUP OF TEA ,6303,9963.39,635,351,gardeners kneeling pad cup of tea
23301,GARDENERS KNEELING PAD KEEP CALM ,7740,12493.48,756,405,gardeners kneeling pad keep calm
23302,KNEELING MAT HOUSEWORK  DESIGN,1481,1993.91,187,140,kneeling mat housework design
23303,SET 4 PICNIC CUTLERY FONDANT,65,126.75,6,6,set 4 picnic cutlery fondant
23304,SET 4 PICNIC CUTLERY CHERRY ,71,138.45,9,9,set 4 picnic cutlery cherry
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,159.9,9,9,set 4 picnic cutlery blueberry
23306,SET OF 36 DOILIES PANTRY DESIGN,2653,3761.9199999999996,195,172,set of 36 doilies pantry design
23306,SET OF 36 PANTRY PAPER DOILIES,39,58.019999999999996,14,14,set of 36 pantry paper doilies
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,11675,5982.09,504,366,set of 60 pantry design cake cases
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5967,3098.21,305,209,set of 60 vintage leaf cake cases
23309,SET OF 60 I LOVE LONDON CAKE CASES ,7727,3729.0499999999997,294,178,set of 60 i love london cake cases
23310,BUBBLEGUM RING ASSORTED,11891,4894.83,213,146,bubblegum ring assorted
23311,VINTAGE CHRISTMAS STOCKING ,2199,5564.25,281,246,vintage christmas stocking
23312,VINTAGE CHRISTMAS GIFT SACK,1365,5527.150000000001,193,168,vintage christmas gift sack
23313,VINTAGE CHRISTMAS BUNTING,2755,12994.77,359,254,vintage christmas bunting
23314,VINTAGE CHRISTMAS TABLECLOTH,393,4663.52,104,87,vintage christmas tablecloth
23315,IVORY REFECTORY CLOCK,202,1894.6999999999998,76,63,ivory refectory clock
23316,RED REFECTORY CLOCK ,236,2222.2,95,75,red refectory clock
23317,BLUE REFECTORY CLOCK ,162,1557.8999999999999,70,56,blue refectory clock
23318,BOX OF 6 MINI VINTAGE CRACKERS,3647,8350.41,329,270,box of 6 mini vintage crackers
23319,BOX OF 6 MINI 50'S CRACKERS,3539,8216.79,365,300,box of 6 mini 50 s crackers
23320,GIANT 50'S CHRISTMAS CRACKER,2635,6926.11,310,260,giant 50 s christmas cracker
23321,SMALL WHITE HEART OF WICKER,4283,6832.83,582,378,small white heart of wicker
23322,LARGE WHITE HEART OF WICKER,2908,8184.700000000001,511,350,large white heart of wicker
23323,WHITE WICKER STAR ,1426,2963.1,270,210,white wicker star
23324,RUSTIC STRAWBERRY JAM POT LARGE ,261,531.84,33,32,rustic strawberry jam pot large
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,120,238.56,6,6,rustic strawberry jampot large
23325,RUSTIC STRAWBERRY JAM POT SMALL,408,642.0,27,24,rustic strawberry jam pot small
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36,59.400000000000006,3,3,rustic strawberry jampot small
23326,HANGING MINI COLOURED BOTTLES,3370,2000.2199999999998,55,52,hanging mini coloured bottles
23327,HANGING CLEAR MINI BOTTLE,1710,1012.02,34,33,hanging clear mini bottle
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2067,7510.29,281,195,set 6 school milk bottles in crate
23329,DECORATIVE WICKER HEART LARGE,1712,2812.8,215,168,decorative wicker heart large
23330,DECORATIVE WICKER HEART MEDIUM,1761,2193.69,195,158,decorative wicker heart medium
23331,DECORATIVE WICKER HEART SMALL,1492,932.28,81,67,decorative wicker heart small
23332,IVORY WICKER HEART LARGE,1996,3283.8,267,207,ivory wicker heart large
23333,IVORY WICKER HEART MEDIUM,2030,2524.9,216,179,ivory wicker heart medium
23334,IVORY WICKER HEART SMALL,2154,1345.5,95,83,ivory wicker heart small
23335,EGG FRYING PAN IVORY ,359,724.6400000000001,81,62,egg frying pan ivory
23336,EGG FRYING PAN PINK ,200,418.05,63,46,egg frying pan pink
23337,EGG FRYING PAN MINT ,169,351.52000000000004,60,49,egg frying pan mint
23338,EGG FRYING PAN RED ,405,820.32,91,62,egg frying pan red
23339,EGG FRYING PAN BLUE ,150,312.0,58,43,egg frying pan blue
23340,VINTAGE CHRISTMAS CAKE FRILL,2465,3899.25,122,112,vintage christmas cake frill
23341,PINK DINER WALL CLOCK,282,2325.6,98,75,pink diner wall clock
23342,MINT DINER CLOCK,2,17.0,1,1,mint diner clock
23342,MINT DINER WALL CLOCK,365,3051.5,154,104,mint diner wall clock
23343,JUMBO BAG VINTAGE CHRISTMAS ,4908,9748.34,385,286,jumbo bag vintage christmas
23344,JUMBO BAG 50'S CHRISTMAS ,8954,17679.72,586,391,jumbo bag 50 s christmas
