stockcode,description,total_quantity,total_revenue,total_orders,unique_customers
37345,ASSTD HEARTS DESIGN MUGS,318,536.1,6,5
72800B, 4 PURPLE FLOCK DINNER CANDLES,340,535.96,51,40
21419,CONCH SHELL,1252,535.8,13,12
47367B,PAIR PADDED HANGERS PINK CHECK,153,535.35,38,35
20823,GOLD WINE GOBLET,256,534.96,17,14
85092,CANDY SPOT TEA COSY,374,534.7,14,14
16169P,WRAP GREEN RUSSIAN FOLKART ,1750,533.75,48,46
22134,LADLE LOVE HEART RED ,1357,532.5,72,57
84916,HAND TOWEL PALE BLUE W FLOWERS,233,532.35,30,28
23324,RUSTIC STRAWBERRY JAM POT LARGE ,261,531.84,33,32
21666, RIDGED GLASS T-LIGHT HOLDER,940,531.8000000000001,12,11
23473,WOODLAND SMALL RED FELT HEART,666,531.6600000000001,43,41
84827,ASS DES PHONE SPONGE CRAFT STICKER,1091,531.39,28,23
84762C,GREEN PICNIC BARBECUE BUCKET,78,531.3,18,18
35915C,PEACH KNITTED HEN ,388,530.76,23,23
21173,LOO ROLL  METAL SIGN ,323,530.55,60,44
84913A,SOFT PINK ROSE TOWEL ,114,530.1,32,26
79190B,RETRO PLASTIC POLKA TRAY,1404,529.68,96,57
84712B,PINK JEWELLED PHOTO FRAME,67,529.47,36,29
21879,HEARTS GIFT TAPE,1376,528.88,93,81
84682,CLASSICAL ROSE DISH,283,528.85,38,31
21373,MIRRORED WALL ART SNOWFLAKES,629,528.15,57,52
21454,PAINTED PINK RABBIT ,621,527.85,85,78
84584,PINK GINGHAM CAT WITH SCARF,207,527.85,50,47
22681,"FRENCH BLUE METAL DOOR SIGN, 6",422,527.5,46,43
22425,ENAMEL COLLANDER CREAM,115,527.25,21,21
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,420,526.8,32,26
37494A,FAIRY CAKE CERAMIC BUTTER DISH,193,526.15,25,18
20699,MOUSEY LONG LEGS SOFT TOY,210,524.7,45,42
20730,STRAWBERRY CANDY BAG,1659,524.25,41,34
23499,SET 12 VINTAGE DOILY CHALK ,1247,523.74,93,86
22054,MINI CAKE STAND HANGING HEARTS,323,523.35,51,45
21893,POTTING SHED SEED TIN,164,523.0,13,13
21270,ANTIQUE CREAM CUTLERY CUPBOARD,41,522.75,27,24
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,352,522.74,35,34
21215, IVORY PAPER CUP CAKE CASES ,1146,521.1,23,22
23451,SQUARE MINI PORTRAIT FRAME,269,520.9499999999999,44,38
22898,CHILDRENS APRON APPLE DESIGN,290,520.5,25,25
22983,"CARD, BILLBOARD FONT",1278,519.48,74,67
90200A,PURPLE SWEETHEART BRACELET,122,518.5,43,32
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,668,516.28,29,26
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,1099,515.63,27,21
17013D,ORIGAMI ROSE INCENSE IN TUBE,1048,515.46,21,17
20830,SILVER PHOTO FRAME,302,514.1999999999999,46,36
20910,VINTAGE PHOTO ALBUM PARIS DAYS,84,514.1999999999999,28,11
22584,PACK OF 6 PANETTONE GIFT BOXES,226,513.9100000000001,14,14
84313B,BLUE TV TRAY TABLE ,158,513.74,45,24
84824,DANISH ROSE UMBRELLA STAND,33,513.55,27,23
23016,GLASS TWIST BON BON JAR,69,512.85,19,19
84846A,SCENTED CANDLE IN DIGITALIS TIN,244,512.4,42,39
21015,DARK BIRD HOUSE TREE DECORATION,1433,511.96999999999997,90,80
22201,FRYING PAN BLUE POLKADOT,142,510.5,54,41
85121B,RETRO LAUNDRY TUB PINK,60,510.0,27,27
84782C,GREEN 3 TIER GLASS PLATE STAND,74,509.9,18,18
21117,BLOND DOLL DOORSTOP,334,509.58000000000004,26,23
85232A,SET/3 POLKADOT STACKING TINS,106,507.9,37,31
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,621,507.69,61,53
23060,HEART BEADED TRELLIS DECORATION,244,507.52000000000004,39,34
72122,COFFEE SCENT PILLAR CANDLE,533,506.34999999999997,93,80
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,451,506.31,43,37
21194,PINK  HONEYCOMB PAPER FAN,504,504.94000000000005,60,51
23219,LAUREL STAR ANTIQUE SILVER ,404,504.6,49,41
37352,BIRD IN TREE MUG ,4643,504.55,8,6
22394,PAPERWEIGHT KINGS CHOICE ,339,504.45,47,43
23139,SINGLE WIRE HOOK PINK HEART,407,503.83,22,20
16236,KITTY PENCIL ERASERS,2425,503.65,143,108
21285,RETRO SPOT CANDLE  MEDIUM,248,502.80000000000007,23,20
21026,SPACE OWL,403,502.37,55,48
84657,GREEN ROSE CUSHION COVER,246,502.20000000000005,19,14
84913B,MINT GREEN ROSE TOWEL,108,502.20000000000005,30,27
79337,BLUE FLOCK GLASS CANDLEHOLDER,1197,501.84999999999997,19,16
85129C,BEADED CRYSTAL HEART BLUE SMALL,399,500.1,48,37
85117,NIGHTINGALE COATHOOK WHITE,321,500.04999999999995,40,29
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,359,499.81,11,10
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,102,499.3,28,27
23398,HANGING HEART BONHEUR,591,499.22999999999996,57,53
16048,TEATIME ROUND PENCIL SHARPENER ,3414,498.78,69,59
72728,ROSE SCENT CANDLES IN GLASS,614,498.49999999999994,50,44
22322,BIRD DECORATION GREEN  SPOT,586,498.09999999999997,47,42
85161,ACRYLIC GEOMETRIC LAMP,27,497.65,20,16
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,844,497.64,87,78
85215,ASSORTED CHEESE FRIDGE MAGNETS,774,497.34000000000003,46,33
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,77,497.15,8,7
85230A,OPIUM SCENTED VOTIVE CANDLE,1992,497.03999999999996,48,31
21311,SET/4 BIRD MIRROR MAGNETS ,714,496.25,75,62
72267,PREMIUM CHURCH CANDLE,255,496.14000000000004,40,38
23528,WALL ART SPACEBOY,156,495.48,21,20
85185D,FROG SOCK PUPPET,172,495.40000000000003,45,38
85186C,BUNNY EGG GARLAND,1179,495.18,79,75
84706D,CHERRY BLOSSOM TABLE CLOCK ,218,495.09999999999997,14,14
21740,COSY SLIPPER SHOES LARGE RED,167,492.65000000000003,48,44
51020B,STRIPY DESIGN SHOWER CAP,1087,491.86999999999995,60,40
85020,ROUND PINK HEART MIRROR,234,491.4,44,36
84875B,GREEN SQUARE COMPACT MIRROR,371,491.25,35,16
21899,GARAGE KEY FOB,733,491.15,115,81
17084N,FAIRY DREAMS INCENSE ,2416,491.11,67,42
23413,VINTAGE COFFEE GRINDER BOX,103,490.65,23,20
90161C,ANT COPPER LIME BOUDICCA BRACELET,99,490.05,34,28
22263,FELT EGG COSY LADYBIRD ,728,489.44,43,34
35964,FOLKART CLIP ON STARS,1008,488.7,56,50
20652,BLUE SPOTTY LUGGAGE TAG ,1058,488.5,44,40
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,1162,488.03999999999996,68,65
85091,CANDY SPOT BREAD BASKETS,337,487.35,14,14
84592,CROCHET ROSE PURSE WITH SUEDE BACK,165,486.75000000000006,38,33
21160,KEEP OUT GIRLS DOOR HANGER ,764,486.67999999999995,49,44
35972,DAISY FOLKART HEART DECORATION,389,486.25,51,43
90195B,BLACK GEMSTONE BRACELET,55,486.24999999999994,20,19
85144,JARDIN ETCHED GLASS BUTTER DISH,70,485.9,30,25
72132,COLUMBIAN CUBE CANDLE,561,485.55,27,22
20865,PATCHWORK PENCIL CASE BUTTERFLY ,247,485.49,30,24
84875D,BLUE SQUARE COMPACT MIRROR,371,483.75,37,17
21666,RIDGED GLASS T-LIGHT HOLDER,744,483.6,56,40
84218,BOX/12 CHICK & EGG IN BASKET,256,483.59999999999997,89,74
23660,HENRIETTA HEN MUG ,293,483.45000000000005,31,30
20864,DENIM PATCH PENCIL CASE BUTTERFLY,247,483.33,26,20
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,322,482.70000000000005,9,8
16238,PARTY TIME PENCIL ERASERS,2291,481.81,135,104
22861,EASTER TIN CHICKS IN GARDEN,292,481.8,38,36
84683,CLASSICAL ROSE CANDLESTAND,535,481.55,27,18
84865,NEW BAROQUE BLACK PHOTO ALBUM,69,481.05,37,26
22038,BOTANICAL LAVENDER GIFT WRAP ,1150,481.0,45,43
20794,BLUE  TILE HOOK,190,480.9,30,27
84984B,RED PEONY CUSHION COVER ,309,480.85,10,7
23021,GLASS BONNE JAM JAR,118,480.1,25,24
84989B,75 BLACK FAIRY CAKE CASES,986,479.9,46,34
90160D,PINK BOUDICCA LARGE BRACELET,69,479.55,21,18
23169,CLASSIC GLASS SWEET JAR,119,479.45,14,14
21128,GOLD FISHING GNOME,98,478.61,28,22
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,218,478.5,44,29
79030G,TUMBLER NEW ENGLAND,1226,478.14,41,35
84917,WHITE HAND TOWEL WITH BUTTERFLY,183,477.85,17,16
22892,SALT AND PEPPER SHAKERS TOADSTOOLS,393,477.57,26,26
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",232,476.4,15,12
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,140,476.00000000000006,12,11
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,766,475.1,40,35
84762A,WHITE PICNIC BARBECUE BUCKET,54,474.9,24,24
23527,WALL ART ANIMALS AND NATURE ,149,474.75,26,25
37492C,GREEN BLUE FLOWER PIGGY BANK,241,472.65,23,19
22697,TEACUP AND SAUCER REGENCY GREEN,174,472.5,13,13
84924A,WAKE UP COCKEREL CALENDAR SIGN ,123,472.38,46,41
84926E,FLOWERS TILE COASTER,1104,472.34,48,40
84247L,FAWN AND MUSHROOM GREETING CARD,1124,472.08,82,62
22541,MINI JIGSAW LEAP FROG,1193,471.98,40,34
23180,MUM'S KITCHEN CLOCK,104,471.90000000000003,36,29
22951,72 CAKE CASES DOLLY GIRL DESIGN,943,471.84999999999997,25,25
21620,S/4 ROSE    BOTANICAL  CANDLE,126,469.5,37,33
16202B,PASTEL BLUE PHOTO ALBUM ,1034,469.21,18,13
23377,PACK OF 12 DOLLY GIRL TISSUES,1203,469.16999999999996,80,69
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,389,468.87,24,22
22897,OVEN MITT APPLE DESIGN,337,468.65,30,30
16239,BALLERINA HEART DECORATION.,338,468.4,13,13
84675,FROG KING WATERING CAN,187,467.65000000000003,44,39
21002,ROSE DU SUD DRAWSTRING BAG,110,467.5,26,25
72127,COLUMBIAN CANDLE ROUND ,388,467.14,59,49
23136,IVORY WIRE SWEETHEART LETTER TRAY,127,467.05,44,39
84596J,MIXED NUTS LIGHT GREEN BOWL,678,466.53000000000003,68,50
21459,YELLOW EASTER EGG HUNT START POST,250,465.9,37,33
23218,LAUREL STAR ANTIQUE GOLD,372,465.81,33,27
90203,SILVER CHARM NECKLACE 70CM,62,465.0,24,18
51020A,SUMMER FUN DESIGN SHOWER CAP,1304,464.55999999999995,49,37
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,271,464.34,18,18
47310M,"SMALL POP BOX,FUNKY MONKEY",402,464.1,47,23
21393,BLUE POLKADOT PUDDING BOWL,2573,463.95000000000005,14,14
20845,ZINC HEART LATTICE 2 WALL PLANTER,73,463.55,21,15
22407,MONEY BOX FIRST ADE DESIGN,385,463.01,55,49
85226C,BLUE PULL BACK RACING CAR,954,462.3,66,54
85109,PINK BOUDOIR T-LIGHT HOLDER,4203,462.15000000000003,18,17
20696,FLORAL SOFT CAR TOY,123,461.25,34,28
23691,WRAP KEEP CALM BIRTHDAY,1125,460.5,36,34
16012,FOOD/DRINK SPONGE STICKERS,2190,459.9,62,53
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,445,459.75,60,44
23455,SMALL PARLOUR PICTURE FRAME,164,459.56,32,30
21881,CUTE CATS TAPE,1196,459.20000000000005,65,49
22191,IVORY WALL CLOCK,60,459.0,1,1
22193,RED WALL CLOCK,60,459.0,1,1
21884,CAKES AND BOWS GIFT  TAPE,1234,458.66,68,61
23561,SET OF 6 RIBBONS PARTY,167,458.63,13,13
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,51,456.45,26,23
90209B,GREEN ENAMEL+GLASS HAIR COMB,249,455.7,18,9
21536,DAIRY MAID  SMALL  MILK JUG,217,455.7,55,42
85203,HANGING WOOD AND FELT BUTTERFLY ,1091,455.34,111,94
21507,ELEPHANT BIRTHDAY CARD ,1092,454.92,72,63
62096A,PINK/YELLOW FLOWERS HANDBAG,349,454.45,51,47
72225C,LAVENDER SCENT CAKE CANDLE,1877,454.09,35,25
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,121,453.75,44,42
84653,GREEN ROSE QUILT ,10,453.5,8,8
72801G,S/4 BURGUNDY WINE DINNER CANDLES,777,453.33,21,19
90195A,PURPLE GEMSTONE BRACELET,56,453.2,26,24
23074,EMBOSSED HEART TRINKET BOX,225,452.34000000000003,35,32
84948,SILVER HANGING T-LIGHT HOLDER DOME,274,452.1,33,28
23548,WRAP MAGIC FOREST ,1075,451.5,43,42
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,493,451.45,47,38
20804,GLASS CHICKEN BUTTER DISH,291,451.35,24,21
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,154,450.38000000000005,44,38
23560,SET OF 6 RIBBONS COUNTRY STYLE,164,449.96,20,20
16161M,WRAP  PINK FLOCK,1075,449.5,39,36
22452,MEASURING TAPE RUSSIAN DOLL PINK,152,448.4000000000001,41,30
21847,GREEN  DIAMANTE PEN IN GIFT BOX,252,448.2,22,20
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,308,448.13,50,43
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,50,447.5,26,21
20661,BLUE SPOTTY PURSE ,434,446.30000000000007,30,29
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",282,446.09999999999997,35,31
17164D,ASS COL SMALL SAND FROG P'WEIGHT,1147,445.74,27,26
23125,6PC WOOD PLATE SET DISPOSABLE,405,443.25,16,15
21399,BLUE  SPOTTY  COFFEE MUG,227,443.1,25,23
82605,OLD DOC RUSSEL METAL SIGN,211,443.1,83,62
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",527,442.95,71,56
84972L,GIANT PINK HEART MEMO HOLDER,112,442.40000000000003,44,41
20689,RETRO SISTERS EXPRESSO CUPS,401,441.95000000000005,27,25
21540,DAIRY MAID CERAMIC BUTTER DISH,106,441.5,39,27
21403,BLUE EGG  SPOON,2151,440.58,108,80
90161B,ANT COPPER TURQ BOUDICCA BRACELET,89,440.55,26,21
23045,PAPER LANTERN 5 POINT STAR MOON ,106,439.90000000000003,18,17
37444A,YELLOW BREAKFAST CUP AND SAUCER,2688,439.84,26,16
85230G,ORANGE VOTIVE CANDLE,1728,439.67999999999995,46,32
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,351,438.75,50,45
20868,SILVER FABRIC MIRROR,789,437.66,46,40
22344,PARTY PIZZA DISH PINK POLKADOT,1124,437.06,53,38
79071B,ENGLISH ROSE METAL WASTE BIN,148,436.6,60,51
20787,BLUE RETRO BAR STOOL,11,435.45000000000005,8,7
23425,STORAGE TIN HOME SWEET HOME,237,435.43,35,35
16168M,FUNKY MONKEY GIFT BAG MEDIUM,1602,435.24,53,42
21167,WHITE SAGE INCENSE,2108,435.18,50,32
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",1036,435.12,40,39
BANK CHARGES,Bank Charges,30,435.001,28,18
23565,EGG CUP MILKMAID HELGA ,348,435.0,31,28
23509,MINI PLAYING CARDS FUN FAIR ,1043,434.46000000000004,54,51
47581B,FAIRY CAKE WICKER PICNIC BASKET ,34,433.5,26,24
47422,ASSORTED MONKEY SUCTION CUP HOOK,1116,432.72,61,28
23043,PAPER LANTERN 9 POINT HOLLY STAR L,69,431.25,16,15
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,272,431.24,23,23
84858B,BLUE RIVIERA HANDBAG,326,431.0,9,8
90154,LAZER CUT NECKLACE W PASTEL BEADS,58,430.7,6,6
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,428,430.09999999999997,51,41
85169C,EAU DE NIL LOVE BIRD CANDLE,397,429.97,38,27
85142,JARDIN ETCHED GLASS GINGER JAR,54,429.3,27,26
20653,CHERRY BLOSSOM LUGGAGE TAG,1927,428.89,31,26
84508B,STRIPES DESIGN TEDDY,168,428.4,65,40
23379,PACK OF 12 RED APPLE TISSUES,1175,428.01,50,49
16045,POPART WOODEN PENCILS ASST,9300,428.0,72,65
84966B,BLUE KASHMIRI BOXED MIRROR,33,428.0,4,3
84801A,PINK HYDRANGEA ART FLOWER,272,427.44000000000005,15,14
21455,PAINTED YELLOW WOODEN DAISY,502,426.7,63,60
84876B,GREEN HEART COMPACT MIRROR,329,426.25,27,22
22124,SET OF 2 TEA TOWELS PING MICROWAVE,180,425.92,39,29
23522,DOG AND BALL WALL ART,252,425.88,4,3
90082B,DIAMANTE BOW BROOCH RED COLOUR,67,425.45,24,18
22776,"CAKESTAND, 3 TIER, LOVEHEART",48,425.4,7,7
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,257,424.05,72,57
20715,LITTLE FLOWER SHOPPER BAG,400,424.0,1,1
16008,SMALL FOLDING SCISSOR(POINTED EDGE),3143,423.46,85,64
84597C,RETRO PINK BALL ASHTRAY ,353,422.05,36,21
21518,BANK ACCOUNT  GREETING  CARD ,1028,421.68,70,58
22686,"FRENCH BLUE METAL DOOR SIGN, No",337,421.25,35,33
22840,"CAKE TIN, ROUND, VINTAGE RED,CREAM",59,421.05,10,10
23058,CHRISTMAS HANGING SNOWFLAKE,486,421.02000000000004,44,39
23117,POPPY FIELDS CHOPPING BOARD,85,420.75,39,39
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,44,420.28,27,22
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,429,420.21000000000004,16,16
84596K,JELLY BABIES YELLOW SMALL BOWL,358,420.14,64,48
20700,GREEN CAT FLORAL CUSHION COVER ,288,420.0,12,11
20621,ECONOMY PASSPORT COVER ,200,420.0,29,23
84967C,GREEN KASHMIRI OCCASIONAL TABLE,9,419.85,4,3
84859B,BLUE DISCO HANDBAG,280,419.38,15,14
84770,ROUND GEORGIAN SILVER MIRROR,135,419.25000000000006,16,14
20943,SET/6 GINGERBREAD STAR T-LIGHTS,335,418.75,48,46
17129F,BLUE GLASS GEMS IN BAG,624,418.38,25,14
90120D,WHITE MURANO TWIST BRACELET,102,418.25,20,16
23336,EGG FRYING PAN PINK ,200,418.05,63,46
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,511,417.77,45,37
20851,ZINC HEART LATTICE TRAY OVAL ,334,417.7,27,21
72750A,FLOWER FAIRY SET OF 3 LILY CANDLES,206,417.7,8,6
84510F,SET OF 4 NEW ENGLAND COASTERS ,1094,417.5,31,23
72780,BLACK SILOUETTE CANDLE PLATE,513,417.33,43,36
20654,FIRST CLASS LUGGAGE TAG ,341,417.13,84,65
22346,PARTY PIZZA DISH GREEN POLKADOT,1021,415.93,39,26
90143,SILVER BRACELET W PASTEL FLOWER,56,415.0,18,15
85227,SET/6 3D KIT CARDS FOR KIDS,547,414.54999999999995,28,27
22031,BOTANICAL LAVENDER BIRTHDAY CARD,975,414.21,80,65
85169D,PINK LOVE BIRD CANDLE,374,413.98,45,39
72799B,PURPLE PILLAR CANDLE BLACK FLOCK,313,413.35,9,7
22322,BIRD DECORATION GREEN POLKADOT,486,413.09999999999997,45,37
90160B,RED BOUDICCA LARGE BRACELET,60,412.55,23,19
23459,DOLLY CABINET 2 DRAWERS ,33,412.5,19,19
84563A,PINK & WHITE BREAKFAST TRAY,95,412.25,33,26
20694,FLORAL PINK MONSTER,113,412.23,25,23
71270,PHOTO CLIP LINE,328,411.21,54,29
72128,COLUMBIAN CANDLE ROUND,702,411.05999999999995,78,61
21001,ROSE DU SUD WASHBAG ,69,410.55,31,29
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,186,409.50000000000006,9,9
16169F,WRAP BLIZZARD,975,409.5,34,34
22323,BAG FOR CHILDREN VINTAGE PINK ,96,408.0,1,1
22324,BAG FOR CHILDREN VINTAGE BLUE ,96,408.0,1,1
23422,PANTRY HOOK BALLOON WHISK ,196,407.68,31,29
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,48,407.52,38,35
22204,MILK PAN BLUE POLKADOT,124,407.5,41,33
21882,SKULLS TAPE,932,405.88,70,61
23415,HOME SWEET HOME HOOK,326,405.6,45,42
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,221,405.2300000000001,17,15
84595B,LARGE TRIFLE DESIGN L BLUE BOWL,229,405.15,15,13
62094B,TURQ ICE CREAM BUM BAG ,251,405.05,27,20
21336,GOLD WASHBAG,1789,404.59,24,13
20618,QUEEN OF THE SKIES PASSPORT COVER ,195,404.58000000000004,74,50
21663,VINTAGE GLASS SUGAR CADDY,69,404.55,25,21
20781,GOLD EAR MUFF HEADPHONES,84,404.52000000000004,41,34
84984A,GREEN PEONY CUSHION COVER,255,403.75,12,8
20793,BLUE TILED TRAY,273,402.75,15,13
90010B,BLACK/WHITE GLASS/SILVER BRACELET,45,402.75,17,16
84857C,PINK MONTE CARLO HANDBAG,193,402.54999999999995,14,13
84932B,SMALL PINK PEONY FOLDING STOOL,189,401.3,17,17
20997,ROSE DU SUD CUSHION COVER ,81,400.95,28,25
16243B,BROWN COZY SQUARE PHOTO ALBUM,205,399.75,1,1
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,76,399.55,27,24
D,Discount,196,397.89,5,5
20701,PINK CAT FLORAL CUSHION COVER ,282,397.5,13,12
90149,SILVER FLOWR PINK SHELL NECKLACE,60,395.28000000000003,7,6
84726,LILLIES CANVAS PICTURE,233,394.85,5,4
22343,PARTY PIZZA DISH RED WHITE SPOT ,464,394.4,22,21
47591B,SCOTTIES DES CHILD'S APRON,239,394.34999999999997,61,52
20662,FIRST CLASS HOLIDAY PURSE ,697,394.27000000000004,25,23
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,394,394.11,41,33
84007,MAGIC GARDEN MOUNT FUJI,154,392.7,37,30
79030D,"TUMBLER, BAROQUE",485,392.01,16,15
20889,JARDIN DE FEMME SCENTED CANDLE,656,392.0,12,12
20753,RETRO PINK SPOT WASHING UP GLOVES,187,391.1,38,30
72800C,4 PINK DINNER CANDLE SILVER FLOCK,259,390.61,42,33
47562,ENGLISH ROSE IRONING BOARD COVER,104,390.0,41,16
84016,FLAG OF ST GEORGE CAR FLAG,978,389.76,46,43
85136B,BLUE SHARK HELICOPTER,49,389.55,39,39
21371,MIRRORED WALL ART POPPIES,368,389.4,41,33
16044,POP-ART FLUORESCENT PENS,6192,388.8,2,2
35004S,SET OF 3 SILVER FLYING DUCKS,136,388.4,16,12
84563B,BLUE & WHITE BREAKFAST TRAY,101,387.95000000000005,37,27
40046A,RED DAISY PAPER LAMPSHADE,321,387.57,34,26
23537,WALL ART I LOVE LONDON ,86,387.3,19,18
20838,FRENCH LATTICE CUSHION COVER ,391,387.29,39,36
20659,ECONOMY LUGGAGE TAG,292,387.06,89,55
23103,BELL HEART DECORATION,252,387.0,9,9
22698,TEACUP AND SAUCER REGENCY PINK,144,384.0,9,9
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",130,383.50000000000006,27,20
22838,"CAKE TIN, 3 TIER RED/IVORY",28,383.4,8,8
84306,S/3 PINK SQUARE PLANTERS ROSES,35,383.24999999999994,19,18
21520,BOOZE & WOMEN GREETING CARD ,926,383.16,68,61
46776B,WOVEN BERRIES CUSHION COVER ,194,383.1,20,16
85097B,BLUE ROCKING SINGING CANARY,102,382.5,36,25
72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,90,382.5,34,28
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,151,382.35,47,42
22345,PARTY PIZZA DISH BLUE POLKADOT,1047,382.22999999999996,48,33
22785,SQUARECUSHION COVER PINK UNION JACK,150,382.14,29,27
84509A,ENGLISH ROSE PLACEMATS,107,382.05,25,19
22446,PIN CUSHION RUSSIAN DOLL PINK,114,381.90000000000003,26,24
85090,CANDY SPOT APRON,82,381.3,35,26
90035B,"PEARL & SHELL 42""NECKL. PINK",43,380.89,4,4
23457,LARGE PARLOUR PICTURE FRAME,78,380.7,27,25
22135,LADLE LOVE HEART PINK,954,380.52000000000004,58,40
72750B,"F.FAIRY S/3 CANDLE/GLASS,LAVENDER",193,380.35,9,8
35969,FOLKART CROWN TABLE DECORATIONS,452,380.04,40,36
85211,S/4 GROOVY CAT MAGNETS,280,379.62,51,43
85167A,WHITE GRAND BAROQUE PHOTO FRAME,174,379.5,12,12
22032,BOTANICAL LILY GREETING CARD,903,378.42,74,64
72801E,S/4 FESTIVE GREEN DINNER CANDLES,717,378.33,21,17
21418,STARFISH SOAP DISH,162,377.9,35,24
84901,BLACK FACE LAMB WITH PANTS,101,376.59,56,44
85007,SET OF 3 VINTAGE TEA TIME BOXES,139,376.35,19,16
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,96,376.2,28,26
21252,SET OF MEADOW  FLOWER STICKERS,161,375.65000000000003,16,14
16218,CARTOON  PENCIL SHARPENERS,4525,375.6,70,60
22286,DECORATION WOBBLY RABBIT METAL ,753,375.57,45,35
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,356,374.54,37,29
84422,PINK/BLUE DISC/MIRROR STRING,749,374.31,25,19
84661B,BLACK SQUARE TABLE CLOCK,207,374.29,26,21
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,633,374.15,45,28
23128,DOLLCRAFT BOY JEAN-PAUL ,82,373.9,12,12
84680,CLASSICAL ROSE URN,94,372.3,17,14
46126A,ELVIS WALLHANGING / CURTAIN,297,371.25,34,23
16219,HOUSE SHAPE PENCIL SHARPENER,3206,371.01,66,58
23039,T-LIGHT HOLDER SILVER HEART HANDLE,192,370.79999999999995,22,22
90198B,VINTAGE ROSE BEAD BRACELET BLACK,87,369.75,32,22
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,190,368.22,22,22
18094C,WHITE AND BLUE CERAMIC OIL BURNER,325,367.85,39,21
84707B,PINK JEWELLED MIRROR TRINKET TRAY,48,367.60999999999996,22,22
22511,DOORSTOP RUSSIAN DOLL RETROSPOT,101,367.23,34,31
21678,PAISLEY PATTERN  STICKERS,524,366.44,46,39
35915A,CREAM KNITTED HEN,288,365.76,1,1
85204,HANGING WOOD AND FELT FLOWER,2156,365.64,78,69
22447,PIN CUSHION BABUSHKA BLUE,117,364.65000000000003,29,26
90161D,ANT COPPER PINK BOUDICCA BRACELET,74,363.85,24,18
37482P,CUBIC MUG PINK POLKADOT,545,363.75,43,36
46776A,WOVEN BUBBLE GUM CUSHION COVER,190,363.3,20,19
46776F,WOVEN ROSE GARDEN CUSHION COVER ,172,363.0,17,13
84905,PINK BUTTERFLY CUSHION COVER ,145,362.55,17,16
35922,EASTER BUNNY WREATH,76,362.2,21,20
22259,FELT FARM ANIMAL HEN,480,360.96,33,31
21017,RED BIRD HOUSE TREE DECORATION,551,360.83,39,32
22559,SEASIDE FRISBEE ,303,360.51,21,21
21529,RED RETROSPOT TOASTRACK,107,360.15000000000003,35,32
47579,TEA TIME BREAKFAST BASKET,171,359.1,43,37
85168B,BLACK BAROQUE CARRIAGE CLOCK,38,358.62,23,17
23429,RED RETRO KITCHEN WALL CLOCK,44,358.6,20,19
16216,LETTER SHAPE PENCIL SHARPENER,4135,358.18,78,69
22555,PLASTERS IN TIN MR STRONG ,228,357.0,11,11
