segment,stockcode,description,total_quantity,total_revenue,total_orders,unique_customers
Loyal Customers,22180,RETROSPOT LAMP,58,559.6999999999999,24,15
Loyal Customers,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,201,170.85,16,13
Loyal Customers,22182,CAKE STAND VICTORIAN FILIGREE SMALL,29,128.75000000000003,9,9
Loyal Customers,22183,CAKE STAND VICTORIAN FILIGREE MED,46,226.8,12,12
Loyal Customers,22184,CAKE STAND VICTORIAN FILIGREE LARGE,23,159.1,11,9
Loyal Customers,22185,SLATE TILE NATURAL HANGING,718,1127.1,71,59
Loyal Customers,22186,RED STAR CARD HOLDER,101,274.95000000000005,24,21
Loyal Customers,22187,GREEN CHRISTMAS TREE CARD HOLDER,190,636.8,32,30
Loyal Customers,22188,BLACK HEART CARD HOLDER,319,1260.05,73,39
Loyal Customers,22189,CREAM HEART CARD HOLDER,800,3119.6800000000003,157,77
Loyal Customers,22190,LOCAL CAFE MUG,571,1049.1000000000001,25,10
Loyal Customers,22191,EAU DE NIL DINER WALL CLOCK,35,297.5,18,16
Loyal Customers,22191,IVORY DINER WALL CLOCK,89,756.5,47,36
Loyal Customers,22192,BLUE DINER WALL CLOCK,174,1428.0,58,35
Loyal Customers,22193,RED DINER WALL CLOCK,173,1409.3,54,35
Loyal Customers,22194,BLACK DINER WALL CLOCK,62,496.40000000000003,11,11
Loyal Customers,22195,HEART MEASURING SPOONS LARGE,60,99.0,3,2
Loyal Customers,22195,LARGE HEART MEASURING SPOONS,384,630.6,50,33
Loyal Customers,22196,HEART MEASURING SPOONS SMALL,12,10.2,1,1
Loyal Customers,22196,SMALL HEART MEASURING SPOONS,423,358.12,45,30
Loyal Customers,22197,POPCORN HOLDER,637,528.4499999999999,43,33
Loyal Customers,22197,"POPCORN HOLDER , SMALL ",71,60.349999999999994,8,7
Loyal Customers,22197,SMALL POPCORN HOLDER,1864,1545.3999999999999,133,65
Loyal Customers,22198,LARGE POPCORN HOLDER ,555,895.75,51,30
Loyal Customers,22198,"POPCORN HOLDER , LARGE",119,196.35,10,8
Loyal Customers,22199,FRYING PAN RED POLKADOT ,66,268.5,19,16
Loyal Customers,22199,FRYING PAN RED RETROSPOT,13,55.25,6,6
Loyal Customers,22200,FRYING PAN PINK POLKADOT,22,93.5,9,7
Loyal Customers,22200,FRYING PAN PINK POLKADOT ,29,123.25,11,9
Loyal Customers,22201,FRYING PAN BLUE POLKADOT,4,17.0,4,3
Loyal Customers,22201,FRYING PAN BLUE POLKADOT ,31,131.75,12,11
Loyal Customers,22201,FRYING PAN BLUE RETROSPOT,1,4.25,1,1
Loyal Customers,22202,MILK PAN PINK POLKADOT,19,71.25,5,4
Loyal Customers,22202,MILK PAN PINK RETROSPOT,36,135.0,12,10
Loyal Customers,22203,MILK PAN RED RETROSPOT,84,306.36,25,18
Loyal Customers,22204,MILK PAN BLUE POLKADOT,9,33.75,6,5
Loyal Customers,22204,MILK PAN BLUE RETROSPOT,33,123.75,11,9
Loyal Customers,22207,FRYING PAN UNION FLAG,137,572.25,37,24
Loyal Customers,22208,WOOD STAMP SET THANK YOU,246,329.64,40,32
Loyal Customers,22209,WOOD STAMP SET HAPPY BIRTHDAY,146,201.54000000000002,20,19
Loyal Customers,22210,WOOD STAMP SET BEST WISHES,142,168.70000000000002,31,26
Loyal Customers,22211,WOOD STAMP SET FLOWERS,213,294.04999999999995,27,22
Loyal Customers,22212,FOUR HOOK  WHITE LOVEBIRDS,285,598.5,54,38
Loyal Customers,22214,CANDLE PLATE LACE WHITE,106,248.7,8,7
Loyal Customers,22215,CAKE STAND WHITE TWO TIER LACE,131,1097.75,47,39
Loyal Customers,22216,T-LIGHT HOLDER WHITE LACE,21,17.849999999999998,4,4
Loyal Customers,22217,T-LIGHT HOLDER HANGING LACE,376,431.12,27,25
Loyal Customers,22218,CAKE STAND LACE WHITE,227,880.75,27,23
Loyal Customers,22219,LOVEBIRD HANGING DECORATION WHITE ,1033,867.39,67,46
Loyal Customers,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,86,813.9,35,29
Loyal Customers,22221,CAKE STAND LOVEBIRD 2 TIER PINK,53,509.95,19,17
Loyal Customers,22222,CAKE PLATE LOVEBIRD WHITE,144,524.4,38,28
Loyal Customers,22223,CAKE PLATE LOVEBIRD PINK,104,381.6,17,13
Loyal Customers,22224,WHITE LOVEBIRD LANTERN,314,913.5000000000001,43,37
Loyal Customers,22227,"DECORATION, HANGING HEART+MIRROR ",302,196.3,16,13
Loyal Customers,22227,HANGING HEART MIRROR DECORATION ,321,208.65,22,17
Loyal Customers,22228,BUNNY WOODEN PAINTED WITH BIRD ,213,170.47,26,24
Loyal Customers,22229,BUNNY WOODEN PAINTED WITH FLOWER ,72,60.279999999999994,12,12
Loyal Customers,22230,JIGSAW TREE WITH WATERING CAN,100,50.839999999999996,14,12
Loyal Customers,22231,JIGSAW TREE WITH BIRDHOUSE,102,133.28,19,18
Loyal Customers,22232,3 PIECE JIGSAW TOADSTOOLS,8,13.2,1,1
Loyal Customers,22232,JIGSAW TOADSTOOLS 3 PIECE,49,67.07,11,11
Loyal Customers,22233,JIGSAW RABBIT AND BIRDHOUSE,51,82.03,10,10
Loyal Customers,22236,CAKE STAND 3 TIER MAGIC GARDEN,96,1180.8,44,34
Loyal Customers,22241,"GARLAND , WOODEN  "" HAPPY EASTER""",30,37.5,4,4
Loyal Customers,22241,GARLAND WOODEN HAPPY EASTER,413,516.25,47,42
Loyal Customers,22242,5 HOOK HANGER MAGIC TOADSTOOL,76,125.4,9,9
Loyal Customers,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",120,198.0,14,12
Loyal Customers,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,136,224.4,19,12
Loyal Customers,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",109,179.85000000000002,10,9
Loyal Customers,22244,3 HOOK HANGER MAGIC GARDEN,113,220.35,16,13
Loyal Customers,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",187,364.65,21,19
Loyal Customers,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",493,376.45,27,19
Loyal Customers,22246,"GARLAND, MAGIC GARDEN 1.8M",55,107.25,11,10
Loyal Customers,22246,MAGIC GARDEN FELT GARLAND ,19,37.05,4,3
Loyal Customers,22247,BUNNY DECORATION MAGIC GARDEN,125,106.25,16,14
Loyal Customers,22248,DECORATION  PINK CHICK MAGIC GARDEN,71,60.349999999999994,10,9
Loyal Customers,22249,DECORATION WHITE CHICK MAGIC GARDEN,140,119.0,18,16
Loyal Customers,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,159,135.15,15,14
Loyal Customers,22251,BIRDHOUSE DECORATION MAGIC GARDEN,188,235.0,23,20
Loyal Customers,22252,BIRDCAGE DECORATION MAGIC GARDEN,10,25.5,1,1
Loyal Customers,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,238,266.72,13,11
Loyal Customers,22253,6 CROCHET STRAWBERRIES,90,112.5,10,9
Loyal Customers,22254,FELT TOADSTOOL LARGE,119,148.75,12,12
Loyal Customers,22255,FELT TOADSTOOL  SMALL,86,73.1,8,8
Loyal Customers,22256,FELT FARM ANIMAL CHICKEN,96,120.0,9,9
Loyal Customers,22257,FELT FARM ANIMAL SHEEP,73,51.41,4,4
Loyal Customers,22258,FELT FARM ANIMAL RABBIT,91,113.75,11,11
Loyal Customers,22259,FELT FARM ANIMAL HEN,75,53.91,5,5
Loyal Customers,22260,FELT EGG COSY BLUE RABBIT ,149,126.64999999999999,13,13
Loyal Customers,22261,FELT EGG COSY WHITE RABBIT ,243,206.54999999999998,22,21
Loyal Customers,22262,FELT EGG COSY CHICKEN,228,193.79999999999998,20,19
Loyal Customers,22263,FELT EGG COSY LADYBIRD ,48,9.12,1,1
Loyal Customers,22264,FELT FARM ANIMAL WHITE BUNNY ,240,108.96,11,11
Loyal Customers,22265,EASTER DECORATION NATURAL CHICK,154,100.1,15,15
Loyal Customers,22266,EASTER DECORATION HANGING BUNNY,340,175.46,20,16
Loyal Customers,22267,EASTER DECORATION EGG BUNNY ,114,109.82,16,14
Loyal Customers,22268,DECORATION SITTING BUNNY,51,9.69,2,2
Loyal Customers,22268,EASTER DECORATION SITTING BUNNY,85,72.25,12,10
Loyal Customers,22269,EGG CUP NATURAL CHICKEN,282,262.82,22,16
Loyal Customers,22270,HAPPY EASTER HANGING DECORATION,67,251.25,20,19
Loyal Customers,22271,FELTCRAFT DOLL ROSIE,554,1634.3000000000002,111,69
Loyal Customers,22272,FELTCRAFT DOLL MARIA,196,578.2,52,37
Loyal Customers,22273,FELTCRAFT DOLL MOLLY,494,1457.3000000000002,106,70
Loyal Customers,22274,FELTCRAFT DOLL EMILY,334,982.9000000000001,82,56
Loyal Customers,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,270,2126.7000000000003,36,31
Loyal Customers,22276,WASH BAG VINTAGE ROSE PAISLEY,197,502.35,33,29
Loyal Customers,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,96,201.6,26,23
Loyal Customers,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,56,277.2,20,18
Loyal Customers,22279,POCKET BAG BLUE PAISLEY RED SPOT,238,303.6,16,15
Loyal Customers,22280,POCKET BAG PINK PAISELY BROWN SPOT,68,103.7,12,12
Loyal Customers,22281,EASTER TREE YELLOW BIRDS,31,184.45000000000002,11,11
Loyal Customers,22282,12 EGG HOUSE PAINTED WOOD,39,482.85,18,14
Loyal Customers,22283,6 EGG HOUSE PAINTED WOOD,153,1216.3500000000001,61,36
Loyal Customers,22284,HEN HOUSE DECORATION,339,559.35,38,23
Loyal Customers,22285,"DECORATION HEN ON NEST, HANGING",142,234.3,17,15
Loyal Customers,22285,HANGING HEN ON NEST DECORATION,86,141.9,10,8
Loyal Customers,22286,"DECORATION , WOBBLY RABBIT , METAL ",53,87.45,7,7
Loyal Customers,22286,DECORATION WOBBLY RABBIT METAL ,51,19.89,4,3
Loyal Customers,22287,"DECORATION , WOBBLY CHICKEN, METAL ",15,24.75,3,3
Loyal Customers,22287,DECORATION WOBBLY CHICKEN,25,11.01,4,4
Loyal Customers,22288,"DECORATION , HANGING METAL RABBIT",89,111.25,7,7
Loyal Customers,22288,HANGING METAL RABBIT DECORATION,107,133.75,11,10
Loyal Customers,22289,"DECORATION , HANGING METAL CHICKEN",33,41.25,4,4
Loyal Customers,22289,HANGING METAL CHICKEN DECORATION,37,46.25,5,5
Loyal Customers,22290,STANDING METAL RABBIT WITH EGG,66,138.6,8,7
Loyal Customers,22291,HANGING CHICK CREAM DECORATION,205,297.25,18,15
Loyal Customers,22291,"SPRING DEC , HANGING CHICK CREAM",85,123.24999999999999,11,10
Loyal Customers,22292,HANGING CHICK  YELLOW DECORATION,100,145.0,11,10
Loyal Customers,22292,"SPRING DEC , HANGING CHICK  YELLOW",156,226.2,17,15
Loyal Customers,22293,HANGING CHICK GREEN DECORATION,87,126.14999999999999,11,9
Loyal Customers,22293,"SPRING DEC , HANGING CHICK  GREEN",100,145.0,8,8
Loyal Customers,22294,HEART FILIGREE DOVE  SMALL,1872,2340.0,101,65
Loyal Customers,22295,HEART FILIGREE DOVE LARGE,1076,1775.4,97,59
Loyal Customers,22296,HEART IVORY TRELLIS LARGE,1129,1862.8500000000001,103,62
Loyal Customers,22297,HEART IVORY TRELLIS SMALL,1679,2098.75,105,66
Loyal Customers,22299,PIG KEYRING WITH LIGHT & SOUND ,197,245.39,10,10
Loyal Customers,22300,COFFEE MUG DOG + BALL DESIGN,459,1154.25,60,38
Loyal Customers,22301,COFFEE MUG CAT + BIRD DESIGN,679,1634.25,74,45
Loyal Customers,22302,COFFEE MUG PEARS  DESIGN,394,956.1,50,33
Loyal Customers,22303,COFFEE MUG APPLES DESIGN,447,1075.05,51,33
Loyal Customers,22304,COFFEE MUG BLUE PAISLEY DESIGN,135,344.25,24,14
Loyal Customers,22305,COFFEE MUG PINK PAISLEY DESIGN,128,326.40000000000003,23,14
Loyal Customers,22306,SILVER MUG BONE CHINA TREE OF LIFE,220,377.64,15,15
Loyal Customers,22307,GOLD MUG BONE CHINA TREE OF LIFE,195,312.09,12,11
Loyal Customers,22308,TEA COSY BLUE STRIPE,69,175.95,13,12
Loyal Customers,22309,TEA COSY RED  STRIPE,192,444.6,17,16
Loyal Customers,22310,IVORY KNITTED MUG COSY ,84,128.6,8,8
Loyal Customers,22310,KNITTED MUG COSY IVORY COLOUR ,18,29.7,4,3
Loyal Customers,22311,OFFICE MUG WARMER BLACK+SILVER ,94,295.3,28,17
Loyal Customers,22312,OFFICE MUG WARMER POLKADOT,50,147.50000000000003,13,10
Loyal Customers,22313,OFFICE MUG WARMER PINK,32,110.4,10,8
Loyal Customers,22314,OFFICE MUG WARMER CHOC+BLUE,40,142.0,20,14
Loyal Customers,22315,200 RED + WHITE BENDY STRAWS,154,192.5,28,25
Loyal Customers,22316,200 BENDY SKULL STRAWS,27,33.75,9,9
Loyal Customers,22317,FIVE CATS HANGING DECORATION,37,109.15000000000002,7,7
Loyal Customers,22318,FIVE HEART HANGING DECORATION,68,200.60000000000002,15,15
Loyal Customers,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,396,240.84,20,19
Loyal Customers,22320,BIRDS MOBILE VINTAGE DESIGN,47,279.65000000000003,15,10
Loyal Customers,22321,BIRD DECORATION RED RETROSPOT,72,61.199999999999996,6,5
Loyal Customers,22321,BIRD DECORATION RED SPOT,148,124.24,11,10
Loyal Customers,22322,BIRD DECORATION GREEN  SPOT,63,53.55,6,6
Loyal Customers,22322,BIRD DECORATION GREEN POLKADOT,36,30.599999999999998,3,3
Loyal Customers,22323,PINK POLKADOT KIDS BAG,52,101.39999999999999,10,8
Loyal Customers,22324,BLUE POLKADOT KIDS BAG,48,93.6,7,7
Loyal Customers,22325,MOBILE VINTAGE HEARTS ,45,222.75,18,16
Loyal Customers,22326,"ROUND SNACK BOXES ,SET4, WOODLAND ",18,53.1,1,1
Loyal Customers,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,904,2570.8,117,54
Loyal Customers,22327,ROUND SNACK BOXES SET OF 4 SKULLS,309,892.3500000000001,57,35
Loyal Customers,22328,"ROUND SNACK BOXES ,SET 4, FRUITS ",18,53.1,1,1
Loyal Customers,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,894,2502.9,105,48
Loyal Customers,22329,ROUND CONTAINER SET OF 5 RETROSPOT,632,975.6,47,31
Loyal Customers,22329,ROUND FOOD CONTAINER S/5 RETROSPOT,12,19.8,1,1
Loyal Customers,22330,72 ROUND PINK DOILIES,1,1.45,1,1
Loyal Customers,22331,WOODLAND PARTY BAG + STICKER SET,222,366.29999999999995,37,29
Loyal Customers,22332,SKULLS PARTY BAG + STICKER SET,825,1246.05,45,38
Loyal Customers,22333,RETRO SPORT PARTY BAG + STICKER SET,123,202.95,24,24
Loyal Customers,22333,RETRO SPOT PARTY BAG + STICKER SET,33,54.449999999999996,5,5
Loyal Customers,22333,RETROSPOT PARTY BAG + STICKER SET,364,591.0,35,26
Loyal Customers,22334,DINOSAUR PARTY BAG + STICKER SET,155,255.75,29,25
Loyal Customers,22335,HEART DECORATION PAINTED ZINC ,1175,734.95,43,35
Loyal Customers,22336,DOVE DECORATION PAINTED ZINC ,708,316.68,23,23
Loyal Customers,22337,ANGEL DECORATION PAINTED ZINC ,88,57.2,10,9
Loyal Customers,22338,STAR DECORATION PAINTED ZINC ,289,82.51,15,15
Loyal Customers,22339,CHRISTMAS TREE PAINTED ZINC ,222,89.1,10,10
Loyal Customers,22340,NOEL GARLAND PAINTED ZINC ,78,83.34,5,5
Loyal Customers,22341,LOVE GARLAND PAINTED ZINC ,206,339.90000000000003,16,16
Loyal Customers,22342,HOME GARLAND PAINTED ZINC ,228,292.2,13,12
Loyal Customers,22343,PARTY PIZZA DISH RED RETROSPOT,126,61.019999999999996,7,7
Loyal Customers,22343,PARTY PIZZA DISH RED WHITE SPOT ,61,51.849999999999994,5,5
Loyal Customers,22344,PARTY PIZZA DISH PINK POLKADOT,48,10.08,2,2
Loyal Customers,22344,PARTY PIZZA DISH PINK RETROSPOT,24,20.4,2,2
Loyal Customers,22344,PARTY PIZZA DISH PINK WHITE SPOT ,1,0.85,1,1
Loyal Customers,22345,PARTY PIZZA DISH BLUE POLKADOT,48,10.08,2,2
Loyal Customers,22345,PARTY PIZZA DISH BLUE RETROSPOT,36,30.599999999999998,3,3
Loyal Customers,22345,PARTY PIZZA DISH BLUE WHITE SPOT ,13,11.049999999999999,2,2
Loyal Customers,22346,PARTY PIZZA DISH GREEN POLKADOT,24,5.04,1,1
Loyal Customers,22346,PARTY PIZZA DISH GREEN RETROSPOT,24,20.4,2,2
Loyal Customers,22346,PARTY PIZZA DISH GREEN WHITE SPOT ,1,0.85,1,1
Loyal Customers,22347,PIZZA SLICE DISH,107,133.75,12,9
Loyal Customers,22348,TEA BAG PLATE RED RETROSPOT,284,241.39999999999998,34,22
Loyal Customers,22348,TEA BAG PLATE RED SPOTTY ,779,643.43,56,39
Loyal Customers,22349,"DOG BOWL , CHASING BALL DESIGN",141,528.75,25,22
Loyal Customers,22349,DOG BOWL CHASING BALL DESIGN,123,461.25,29,22
Loyal Customers,22350,CAT BOWL ,114,290.7,20,17
Loyal Customers,22350,ILLUSTRATED CAT BOWL ,164,418.2,33,24
Loyal Customers,22351,DOTCOMGIFTSHOP TEA TOWEL,12,19.8,1,1
Loyal Customers,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,385,981.75,71,42
Loyal Customers,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,74,188.7,15,13
Loyal Customers,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,194,494.7,35,25
Loyal Customers,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,87,221.85,15,10
Loyal Customers,22354,RETRO SPOT PADDED SEAT CUSHION,54,191.7,8,8
Loyal Customers,22354,RETROSPOT PADDED SEAT CUSHION,99,360.45,14,10
Loyal Customers,22355,"CHARLOTTE BAG , SUKI DESIGN",504,402.4,28,22
Loyal Customers,22355,CHARLOTTE BAG SUKI DESIGN,1230,993.5,82,41
Loyal Customers,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",417,328.45,25,23
Loyal Customers,22356,CHARLOTTE BAG PINK POLKADOT,1219,932.15,52,37
Loyal Customers,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,413,338.05,30,25
Loyal Customers,22357,KINGS CHOICE BISCUIT TIN,147,606.75,42,33
Loyal Customers,22358,KINGS CHOICE TEA CADDY ,291,829.6500000000001,54,38
Loyal Customers,22359,GLASS JAR KINGS CHOICE,105,300.15000000000003,26,18
Loyal Customers,22359,"GLASS JAR, KINGS CHOICE SOAP",4,11.8,1,1
Loyal Customers,22360,GLASS JAR ENGLISH CONFECTIONERY,205,585.5500000000001,46,33
Loyal Customers,22360,"GLASS JAR, ENGLISH CONFECTIONERY",2,5.9,1,1
Loyal Customers,22361,GLASS JAR DAISY FRESH COTTON WOOL,116,342.20000000000005,36,30
Loyal Customers,22362,GLASS JAR PEACOCK BATH SALTS,71,209.45000000000002,26,19
Loyal Customers,22363,GLASS JAR MARMALADE ,104,297.20000000000005,23,16
Loyal Customers,22364,GLASS JAR DIGESTIVE BISCUITS,90,265.5,30,25
Loyal Customers,22365,DOOR MAT RESPECTABLE HOUSE,18,134.82,11,10
Loyal Customers,22365,DOORMAT RESPECTABLE HOUSE,68,493.38,26,21
Loyal Customers,22366,DOOR MAT AIRMAIL ,57,404.13,14,12
Loyal Customers,22366,DOORMAT AIRMAIL ,122,874.4,36,30
Loyal Customers,22367,CHILDRENS APRON SPACEBOY DESIGN,615,1109.25,69,51
Loyal Customers,22367,CHILDS APRON SPACEBOY DESIGN,393,721.35,41,31
Loyal Customers,22371,AIRLINE BAG VINTAGE TOKYO 78,345,1481.45,71,39
Loyal Customers,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,67,346.85,19,13
Loyal Customers,22374,AIRLINE BAG VINTAGE JET SET RED,113,519.55,37,27
Loyal Customers,22375,AIRLINE BAG VINTAGE JET SET BROWN,69,306.45,25,20
Loyal Customers,22376,AIRLINE BAG VINTAGE JET SET WHITE,60,265.5,24,20
Loyal Customers,22377,BOTTLE BAG RETROSPOT ,207,372.2,27,22
Loyal Customers,22378,WALL TIDY RETROSPOT ,157,254.7,24,18
Loyal Customers,22379,RECYCLING BAG RETROSPOT ,805,1658.0,103,61
Loyal Customers,22380,TOY TIDY SPACEBOY  ,316,651.1,45,33
Loyal Customers,22381,TOY TIDY PINK POLKADOT,360,718.5,36,23
Loyal Customers,22381,TOY TIDY PINK RETROSPOT  ,328,676.3,46,35
Loyal Customers,22382,LUNCH BAG SPACEBOY DESIGN ,2086,3401.9,221,116
Loyal Customers,22382,LUNCHBAG SPACEBOY DESIGN ,50,82.5,4,4
Loyal Customers,22383,LUNCH BAG SUKI  DESIGN ,1572,2553.8,138,70
Loyal Customers,22383,LUNCH BAG SUKI DESIGN ,919,1516.35,92,60
Loyal Customers,22383,LUNCHBAG SUKI  DESIGN ,30,49.5,3,3
Loyal Customers,22384,LUNCH BAG PINK POLKADOT,1321,2179.65,135,85
Loyal Customers,22384,LUNCH BAG PINK RETROSPOT,1383,2201.95,107,62
Loyal Customers,22385,JUMBO BAG SPACEBOY DESIGN,1098,2121.75,109,55
Loyal Customers,22386,JUMBO BAG PINK POLKADOT,1402,2710.1,105,65
Loyal Customers,22386,JUMBO BAG PINK WITH WHITE SPOTS,1324,2431.8,89,48
Loyal Customers,22389,PAPERWEIGHT SAVE THE PLANET,67,130.05,12,11
Loyal Customers,22390,PAPERWEIGHT CHILDHOOD MEMORIES,27,68.85,8,8
Loyal Customers,22391,PAPERWEIGHT HOME SWEET HOME,50,86.7,8,7
Loyal Customers,22393,PAPERWEIGHT VINTAGE COLLAGE,66,107.1,9,8
Loyal Customers,22394,PAPERWEIGHT KINGS CHOICE ,37,73.95,8,7
Loyal Customers,22395,PAPERWEIGHT VINTAGE PAISLEY,8,20.4,2,2
Loyal Customers,22396,MAGNETS PACK OF 4 RETRO PHOTO,64,47.32,15,12
Loyal Customers,22398,MAGNETS PACK OF 4 SWALLOWS,314,301.34,43,29
Loyal Customers,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,142,177.5,21,16
Loyal Customers,22400,MAGNETS PACK OF 4 HOME SWEET HOME,99,81.61,21,14
Loyal Customers,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,105,88.25,16,13
Loyal Customers,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,89,79.29,14,14
Loyal Customers,22405,MONEY BOX POCKET MONEY DESIGN,171,213.75,21,20
Loyal Customers,22405,TIN CAN POCKET MONEY DESIGN,12,15.0,1,1
Loyal Customers,22406,MONEY BOX KINGS CHOICE DESIGN,201,242.13,23,20
Loyal Customers,22407,MONEY BOX FIRST ADE DESIGN,86,98.38,7,6
Loyal Customers,22407,MONEY BOX FIRST AID DESIGN,1,1.25,1,1
Loyal Customers,22408,MONEY BOX CONFECTIONERY DESIGN,125,147.13,13,11
Loyal Customers,22409,MONEY BOX BISCUITS DESIGN,48,60.0,9,9
Loyal Customers,22410,MONEY BOX HOUSEKEEPING DESIGN,92,115.0,13,12
Loyal Customers,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3341,6131.18,191,89
Loyal Customers,22412,METAL SIGN NEIGHBOURHOOD WITCH ,287,584.7,47,27
Loyal Customers,22413,METAL SIGN TAKE IT OR LEAVE IT ,757,2175.55,131,78
Loyal Customers,22414,DOOR MAT NEIGHBOURHOOD WITCH ,4,29.96,2,2
Loyal Customers,22414,DOORMAT NEIGHBOURHOOD WITCH ,38,259.88,13,12
Loyal Customers,22415,WHITE TISSUE REAM,34,270.3,30,25
Loyal Customers,22416,36 DOILIES SPACEBOY DESIGN ,66,95.69999999999999,6,6
Loyal Customers,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,71,102.94999999999999,10,9
Loyal Customers,22417,PACK OF 60 SPACEBOY CAKE CASES,2956,1423.0,100,68
Loyal Customers,22418,10 COLOUR SPACEBOY PEN,1571,1316.6299999999999,63,51
Loyal Customers,22418,"PEN, 10 COLOURS - SPACEBOY",24,20.4,1,1
Loyal Customers,22419,LIPSTICK PEN RED,344,144.48,24,21
Loyal Customers,22420,LIPSTICK PEN BABY PINK,182,76.44,17,15
Loyal Customers,22421,LIPSTICK PEN FUSCHIA,362,152.04,24,17
Loyal Customers,22422,TOOTHPASTE TUBE PEN,144,93.07000000000001,16,14
Loyal Customers,22423,REGENCY CAKESTAND 3 TIER,2046,24034.6,449,193
Loyal Customers,22424,ENAMEL BREAD BIN CREAM,141,1740.15,69,44
Loyal Customers,22425,ENAMEL COLANDER CREAM,43,212.85,17,16
Loyal Customers,22425,ENAMEL COLLANDER CREAM,33,143.75,3,3
Loyal Customers,22426,ENAMEL WASH BOWL CREAM,91,341.25,31,25
Loyal Customers,22427,ENAMEL FLOWER JUG CREAM,307,1788.65,91,66
Loyal Customers,22428,ENAMEL FIRE BUCKET CREAM,34,236.3,13,12
Loyal Customers,22429,ENAMEL MEASURING JUG CREAM,197,837.25,70,48
Loyal Customers,22430,ENAMEL WATERING CAN CREAM,126,612.5,36,32
Loyal Customers,22431,WATERING CAN BLUE ELEPHANT,265,516.75,58,41
Loyal Customers,22432,WATERING CAN GREEN DINOSAUR,12,23.4,2,2
Loyal Customers,22432,WATERING CAN PINK BUNNY,312,594.0,54,39
Loyal Customers,22433,WATERING CAN GREEN DINOSAUR,338,630.3,50,34
Loyal Customers,22433,WATERING CAN PINK BUNNY,12,23.4,2,2
Loyal Customers,22434,BALLOON PUMP WITH 10 BALLOONS,255,497.25,28,26
Loyal Customers,22435,SET OF 9 HEART SHAPED BALLOONS,303,378.75,51,44
Loyal Customers,22436,12 COLOURED PARTY BALLOONS,443,287.95,33,27
Loyal Customers,22437,SET OF 9 BLACK SKULL BALLOONS,1395,1081.75,49,39
Loyal Customers,22438,BALLOON ART MAKE YOUR OWN FLOWERS,92,179.4,11,11
Loyal Customers,22439,6 ROCKET BALLOONS ,509,330.84999999999997,38,32
Loyal Customers,22440,BALLOON WATER BOMB PACK OF 35,591,248.22,35,31
Loyal Customers,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,373,767.3000000000001,55,44
Loyal Customers,22442,GROW YOUR OWN FLOWERS SET OF 3,57,435.15000000000003,31,27
Loyal Customers,22443,GROW YOUR OWN HERBS SET OF 3,112,866.4,46,40
Loyal Customers,22444,GROW YOUR OWN PLANT IN A CAN ,1569,1906.53,59,47
Loyal Customers,22445,PENCIL CASE LIFE IS BEAUTIFUL,127,374.65000000000003,27,25
Loyal Customers,22446,PIN CUSHION BABUSHKA PINK,10,33.5,4,4
Loyal Customers,22446,PIN CUSHION RUSSIAN DOLL PINK,12,40.2,2,2
Loyal Customers,22447,PIN CUSHION BABUSHKA BLUE,9,30.150000000000002,3,3
Loyal Customers,22448,PIN CUSHION BABUSHKA RED,17,56.95,6,6
